,Time,Velocity,Acceleration,SpaceGap,RelativeVelocity,Long,Lat
9418,1615299309.8,81.60421316667133,-0.05492530195658957,44.06105048366874,2.785812969902408,-86.6842698,36.06460850000001
9419,1615299309.9,81.71617302178491,0.095,44.370998016695985,2.7639416722089525,-86.6842863,36.0646242
9420,1615299310.0,81.74008084651052,-0.6169366003090464,44.6503983369592,2.7446740260217934,-86.6843028,36.06464
9421,1615299310.1,81.60980464793745,0.09683228137577754,44.91322880297298,2.7268186954502047,-86.6843192,36.0646558
9422,1615299310.2,81.59152889340174,0.30256126579638426,45.21844271168555,2.8920656270113283,-86.6843357,36.0646717
9423,1615299310.3,81.64923311614913,-0.06891144197058689,45.52846245255255,3.078077471531532,-86.684352,36.0646873
9424,1615299310.4,81.5858341024774,-0.2720059602527368,45.83848293256493,3.264089759538955,-86.6843685,36.0647032
9425,1615299310.5,81.71280279838484,-0.4329131089904571,46.148502673431935,3.4501016040591588,-86.68438499999998,36.064719
9426,1615299310.6,81.79771697415926,0.0,46.40453558761567,3.229060108269554,-86.6844015,36.0647348
9427,1615299310.7,81.69,0.7055718189818889,46.63796428194607,2.83758073548628,-86.68441779999998,36.06475070000001
9428,1615299310.8,81.65712306533474,0.28261418263748894,46.87576088408757,2.7283939111617967,-86.68443420000001,36.0647665
9429,1615299310.9,81.62953785754347,0.0,47.11592521901781,2.772173868050121,-86.6844505,36.0647823
9430,1615299311.0,81.66388103149974,-0.0176390055826285,47.394785688510865,2.7834419648226905,-86.6844668,36.0647982
9431,1615299311.1,81.56638570142873,0.0,47.69448950742477,2.777198135261984,-86.6844832,36.06481420000001
9432,1615299311.2,81.61004633169071,-0.047814626700224426,47.997634906612966,2.7992993737638905,-86.6844995,36.06483
9433,1615299311.3,81.6706996685732,-0.23321825669183252,48.30264908723076,2.8368011172824716,-86.6845158,36.0648458
9434,1615299311.4,81.67871097205538,0.07302296105804555,48.60620558436128,2.8685099607888005,-86.6845322,36.0648617
9435,1615299311.5,81.64881513828239,0.01117989108420721,48.90896929976887,2.897072575449894,-86.6845485,36.0648777
9436,1615299311.6,81.68787718249656,0.195,49.215228218669466,2.9099720369083144,-86.6845647,36.0648935
9437,1615299311.7,81.60305963219228,-0.018548253218725788,49.52188700537434,2.921082862513563,-86.68458100000002,36.0649095
9438,1615299311.8,81.62084572456584,0.0,49.824872432401804,2.9438181533435213,-86.6845973,36.0649253
9439,1615299311.9,81.61131198151276,0.0,50.12585873443827,2.9728833541839523,-86.6846137,36.0649412
9440,1615299312.0,81.65395116085637,-0.195,50.42684431886849,3.0019484857276435,-86.68463,36.064957
9441,1615299312.1,81.70103624587063,0.0,50.72782990329871,3.0310136172713347,-86.6846463,36.064973
9442,1615299312.2,81.60928249693315,0.013730713552737668,51.028816205335175,3.0600788181117657,-86.6846627,36.0649888
9443,1615299312.3,81.6042263337215,-0.19422577882258615,51.3298017897654,3.089143949655457,-86.6846788,36.0650047
9444,1615299312.4,81.59880473797561,0.07997931186671325,51.63078809180186,3.1182091504958875,-86.68469520000002,36.06502070000001
9445,1615299312.5,81.6405700327287,0.0,51.93177367623208,3.147274282039579,-86.6847115,36.0650367
9446,1615299312.6,81.63681918731126,-0.01920991236780456,52.26874640843835,3.17794687317761,-86.68472779999998,36.0650525
9447,1615299312.7,81.61502054928566,0.0,52.60944406070964,3.2087858848056148,-86.68474429999998,36.06506829999999
9448,1615299312.8,81.66729031537609,0.0,52.950140900695594,3.2396248229077913,-86.68476070000001,36.0650842
